clip_id,start,end,label,tier,confidence,segment_class,brightness,fdiff,flow,yolo,synthetic
longcap_chunk0002_20260318_010219,0,5,STATIC,strong_teacher,0.6,CLEAR_STATIC,72.6,0.005566,0.05,,False
longcap_chunk0002_20260318_010219,5,10,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,66.1,0.053425,0.764,,False
longcap_chunk0002_20260318_010219,10,15,MOTION,strong_teacher,0.8,CLEAR_MOTION,66.2,0.035092,0.531,,False
longcap_chunk0002_20260318_010219,15,20,MOTION,strong_teacher,0.8,CLEAR_MOTION,71.0,0.01555,0.19,,False
longcap_chunk0002_20260318_010219,20,25,STATIC,strong_teacher,0.6,CLEAR_STATIC,71.5,0.006242,0.062,,False
longcap_chunk0002_20260318_133831,0,5,STATIC,human_verified,1.0,CLEAR_MOTION,138.3,0.010065,0.081,,False
longcap_chunk0002_20260318_133831,5,10,STATIC,human_verified,1.0,CLEAR_MOTION,130.7,0.025604,0.15,,False
longcap_chunk0002_20260318_133831,10,15,ENTRY_EXIT,human_verified,0.7,CLEAR_STATIC,135.1,0.006326,0.044,,False
longcap_chunk0002_20260318_133831,15,20,STATIC,human_verified,1.0,CLEAR_STATIC,135.0,0.005556,0.038,,False
longcap_chunk0002_20260318_133831,20,25,STATIC,human_verified,1.0,CLEAR_STATIC,135.3,0.005064,0.04,,False
longcap_chunk0002_20260318_143217,0,5,MOTION,human_verified,1.0,CLEAR_MOTION,48.7,0.018435,0.857,,False
longcap_chunk0002_20260318_143217,5,10,MOTION,human_verified,1.0,CLEAR_MOTION,54.0,0.0142,0.545,,False
longcap_chunk0002_20260318_143217,10,15,MOTION,human_verified,1.0,CLEAR_MOTION,104.2,0.121206,2.157,,False
longcap_chunk0002_20260318_143217,15,20,STATIC,human_verified,1.0,CLEAR_MOTION,111.0,0.01503,0.18,,False
longcap_chunk0002_20260318_143217,20,25,MOTION,human_verified,1.0,CLEAR_MOTION,108.6,0.039644,0.584,,False
longcap_chunk0002_20260318_143217,25,30,MOTION,human_verified,1.0,CLEAR_MOTION,109.4,0.063494,0.798,,False
longcap_chunk0002_20260318_143217,30,35,MOTION,human_verified,1.0,CLEAR_MOTION,107.6,0.06025,0.707,,False
longcap_chunk0002_20260318_143217,35,40,STATIC,human_verified,1.0,CLEAR_MOTION,107.5,0.049056,0.631,,False
longcap_chunk0002_20260318_143217,40,45,STATIC,human_verified,1.0,CLEAR_MOTION,111.9,0.0355,0.488,,False
longcap_chunk0002_20260318_143217,45,50,ENTRY_EXIT,human_verified,0.7,CLEAR_STATIC,113.0,0.00623,0.079,,False
longcap_chunk0002_20260318_143217,50,55,STATIC,human_verified,1.0,CLEAR_MOTION,112.7,0.009051,0.112,,False
longcap_chunk0002_20260318_180629,0,5,MOTION,strong_teacher,0.8,CLEAR_MOTION,68.6,0.014584,0.338,,False
longcap_chunk0002_20260318_180629,5,10,MOTION,strong_teacher,0.8,CLEAR_MOTION,71.6,0.046287,0.761,,False
longcap_chunk0002_20260318_180629,10,15,MOTION,strong_teacher,0.8,CLEAR_MOTION,68.7,0.00776,0.089,,False
longcap_chunk0002_20260318_180629,15,20,STATIC,strong_teacher,0.6,CLEAR_STATIC,69.0,0.003932,0.037,,False
longcap_chunk0002_20260318_180629,20,25,STATIC,strong_teacher,0.6,CLEAR_STATIC,68.7,0.00382,0.037,,False
longcap_chunk0002_20260318_180629,25,30,STATIC,strong_teacher,0.6,CLEAR_STATIC,68.9,0.003734,0.035,,False
longcap_chunk0002_20260318_180629,30,35,STATIC,strong_teacher,0.6,CLEAR_STATIC,68.7,0.00631,0.07,,False
longcap_chunk0002_20260318_180629,35,40,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,71.2,0.033925,0.491,,False
longcap_chunk0002_20260318_180629,40,45,MOTION,strong_teacher,0.7,CLEAR_MOTION,65.1,0.005443,0.114,,False
longcap_chunk0002_20260318_180629,45,50,MOTION,strong_teacher,0.8,CLEAR_MOTION,67.0,0.008534,0.101,,False
longcap_chunk0002_20260318_180629,50,55,STATIC,strong_teacher,0.6,CLEAR_STATIC,66.4,0.003311,0.038,,False
longcap_chunk0003_20260317_204025,0,5,STATIC,weak_auto,0.4,CLEAR_STATIC,36.4,0.006443,0.057,0,False
longcap_chunk0003_20260317_204025,5,10,STATIC,weak_auto,0.4,CLEAR_STATIC,35.0,0.00368,0.034,0,False
longcap_chunk0003_20260317_204025,10,15,STATIC,weak_auto,0.7,CLEAR_STATIC,35.5,0.003266,0.032,1,False
longcap_chunk0003_20260317_204025,15,20,STATIC,weak_auto,0.7,CLEAR_STATIC,35.6,0.006537,0.061,1,False
longcap_chunk0003_20260317_204025,20,25,MOTION,weak_auto,0.9,CLEAR_MOTION,38.3,0.012713,0.17,1,False
longcap_chunk0003_20260317_204025,25,30,MOTION,weak_auto,0.9,CLEAR_MOTION,36.3,0.011124,0.158,2,False
longcap_chunk0003_20260317_204025,30,35,STATIC,weak_auto,0.7,CLEAR_STATIC,35.5,0.005168,0.058,2,False
longcap_chunk0003_20260317_204025,35,40,EMPTY,weak_auto,0.723,CLEAR_EMPTY,35.9,0.00272,0.028,,False
longcap_chunk0003_20260317_204025,40,45,EMPTY,weak_auto,0.717,CLEAR_EMPTY,36.1,0.0028,0.029,,False
longcap_chunk0003_20260317_204025,45,50,EMPTY,weak_auto,0.734,CLEAR_EMPTY,35.8,0.002586,0.025,,False
longcap_chunk0003_20260317_204025,50,55,STATIC,weak_auto,0.6,CLEAR_STATIC,36.3,0.003443,0.035,,False
longcap_chunk0003_20260317_204025,55,60,EMPTY,weak_auto,0.723,CLEAR_EMPTY,36.8,0.002729,0.027,,False
longcap_chunk0003_20260317_204025,60,65,UNKNOWN,weak_auto,0.3,AMBIGUOUS,36.8,0.00298,0.031,,False
longcap_chunk0003_20260317_204025,65,70,STATIC,weak_auto,0.6,CLEAR_STATIC,36.7,0.00401,0.051,,False
longcap_chunk0003_20260317_204025,70,75,STATIC,weak_auto,0.6,CLEAR_STATIC,36.9,0.003007,0.037,,False
longcap_chunk0003_20260317_204025,75,80,UNKNOWN,weak_auto,0.3,AMBIGUOUS,37.0,0.002965,0.03,,False
longcap_chunk0003_20260317_204025,80,85,STATIC,weak_auto,0.6,CLEAR_STATIC,36.8,0.003468,0.032,,False
longcap_chunk0003_20260317_204025,85,90,MOTION,weak_auto,0.8,CLEAR_MOTION,35.9,0.010228,0.109,,False
longcap_chunk0003_20260317_204025,90,95,MOTION,weak_auto,0.8,CLEAR_MOTION,35.7,0.007539,0.08,,False
longcap_chunk0003_20260317_204025,95,100,MOTION,weak_auto,0.8,CLEAR_MOTION,32.5,0.009678,0.107,,False
longcap_chunk0003_20260317_204025,100,105,MOTION,weak_auto,0.8,CLEAR_MOTION,36.5,0.008767,0.132,,False
longcap_chunk0003_20260317_204025,105,110,MOTION,weak_auto,0.8,CLEAR_MOTION,36.3,0.008392,0.208,,False
longcap_chunk0003_20260317_204025,110,115,STATIC,weak_auto,0.6,CLEAR_STATIC,37.9,0.006044,0.073,,False
longcap_chunk0003_20260317_204025,115,120,STATIC,weak_auto,0.6,CLEAR_STATIC,37.9,0.003426,0.043,,False
longcap_chunk0003_20260317_204025,120,125,ENTRY_EXIT,weak_auto,0.7,CLEAR_MOTION,36.9,0.011176,0.247,,False
longcap_chunk0003_20260317_204025,125,130,MOTION,weak_auto,0.8,CLEAR_MOTION,37.9,0.011265,0.176,,False
longcap_chunk0003_20260317_204025,130,135,MOTION,weak_auto,0.8,CLEAR_MOTION,36.8,0.017388,0.166,,False
longcap_chunk0003_20260317_204025,135,140,ENTRY_EXIT,weak_auto,0.6,CLEAR_STATIC,31.0,0.003509,0.034,,False
longcap_chunk0003_20260317_204025,140,145,MOTION,weak_auto,0.7,CLEAR_MOTION,33.6,0.00769,0.065,,False
longcap_chunk0003_20260317_204025,145,150,EMPTY,strong_teacher,0.7,CLEAR_EMPTY,43.6,0.002382,0.022,,False
longcap_chunk0003_20260317_204025,150,155,EMPTY,strong_teacher,0.746,CLEAR_EMPTY,43.6,0.002446,0.023,,False
longcap_chunk0003_20260317_204025,155,160,EMPTY,strong_teacher,0.741,CLEAR_EMPTY,43.4,0.002512,0.021,,False
longcap_chunk0003_20260317_204025,160,165,EMPTY,strong_teacher,0.742,CLEAR_EMPTY,43.4,0.002493,0.022,,False
longcap_chunk0003_20260317_204025,165,170,EMPTY,strong_teacher,0.741,CLEAR_EMPTY,43.3,0.002511,0.024,,False
longcap_chunk0003_20260317_204025,170,175,EMPTY,strong_teacher,0.745,CLEAR_EMPTY,43.3,0.002455,0.021,,False
longcap_chunk0003_20260317_204025,175,180,UNKNOWN,weak_auto,0.3,AMBIGUOUS,43.6,0.00351,0.029,,False
longcap_chunk0003_20260317_204025,180,185,MOTION,strong_teacher,0.8,CLEAR_MOTION,40.3,0.00961,0.082,,False
longcap_chunk0003_20260317_204025,185,190,MOTION,strong_teacher,0.8,CLEAR_MOTION,40.7,0.01052,0.155,,False
longcap_chunk0003_20260317_204025,190,195,MOTION,weak_auto,0.8,CLEAR_MOTION,39.8,0.00835,0.099,,False
longcap_chunk0003_20260317_204025,195,200,EMPTY,weak_auto,0.7,CLEAR_EMPTY,38.5,0.002506,0.027,,False
longcap_chunk0003_20260317_204025,200,205,STATIC,strong_teacher,0.6,CLEAR_STATIC,40.8,0.006097,0.057,,False
longcap_chunk0003_20260317_204025,205,210,STATIC,weak_auto,0.6,CLEAR_STATIC,39.7,0.004729,0.053,,False
longcap_chunk0003_20260317_204025,210,215,STATIC,weak_auto,0.6,CLEAR_STATIC,37.2,0.006409,0.074,,False
longcap_chunk0003_20260317_204025,215,220,STATIC,weak_auto,0.6,CLEAR_STATIC,33.7,0.006571,0.068,,False
longcap_chunk0003_20260317_204025,220,225,STATIC,weak_auto,0.6,CLEAR_STATIC,35.9,0.005002,0.053,,False
longcap_chunk0003_20260317_204025,225,230,STATIC,weak_auto,0.6,CLEAR_STATIC,37.6,0.003475,0.037,,False
longcap_chunk0003_20260317_204025,230,235,STATIC,weak_auto,0.6,CLEAR_STATIC,35.3,0.00396,0.045,,False
longcap_chunk0003_20260317_204025,235,240,STATIC,weak_auto,0.6,CLEAR_STATIC,36.4,0.005514,0.052,,False
longcap_chunk0003_20260317_204025,240,245,MOTION,weak_auto,0.8,CLEAR_MOTION,37.2,0.009227,0.088,,False
longcap_chunk0003_20260317_204025,245,250,MOTION,weak_auto,0.7,CLEAR_MOTION,37.1,0.007019,0.072,,False
longcap_chunk0003_20260317_204025,250,255,STATIC,weak_auto,0.6,CLEAR_STATIC,33.8,0.004382,0.045,,False
longcap_chunk0003_20260317_204025,255,260,STATIC,weak_auto,0.6,CLEAR_STATIC,33.9,0.003197,0.032,,False
longcap_chunk0003_20260317_204025,260,265,STATIC,weak_auto,0.6,CLEAR_STATIC,34.6,0.006743,0.062,,False
longcap_chunk0003_20260317_204025,265,270,STATIC,weak_auto,0.6,CLEAR_STATIC,36.3,0.003558,0.032,,False
longcap_chunk0003_20260317_204025,270,275,STATIC,weak_auto,0.6,CLEAR_STATIC,34.8,0.004389,0.046,,False
longcap_chunk0003_20260317_204025,275,280,STATIC,weak_auto,0.6,CLEAR_STATIC,35.6,0.004063,0.042,,False
longcap_chunk0003_20260317_204025,280,285,STATIC,weak_auto,0.6,CLEAR_STATIC,34.4,0.00474,0.056,,False
longcap_chunk0003_20260317_204025,285,290,EMPTY,weak_auto,0.749,CLEAR_EMPTY,33.2,0.002409,0.025,,False
longcap_chunk0003_20260317_204025,290,295,MOTION,weak_auto,0.7,CLEAR_MOTION,32.7,0.006834,0.129,,False
longcap_chunk0003_20260317_221454,0,5,STATIC,strong_teacher,0.7,CLEAR_STATIC,40.6,0.005246,0.041,2,False
longcap_chunk0003_20260317_221454,5,10,MOTION,strong_teacher,0.9,CLEAR_MOTION,41.1,0.013208,0.138,1,False
longcap_chunk0003_20260317_221454,10,15,UNKNOWN,weak_auto,0.35,AMBIGUOUS,38.4,0.002953,0.028,2,False
longcap_chunk0003_20260317_221454,15,20,UNKNOWN,weak_auto,0.3,AMBIGUOUS,39.0,0.002685,0.035,2,False
longcap_chunk0003_20260317_221454,20,25,UNKNOWN,weak_auto,0.3,AMBIGUOUS,39.2,0.002572,0.038,2,False
longcap_chunk0003_20260317_221454,25,30,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.3,0.002317,0.025,2,False
longcap_chunk0003_20260317_221454,30,35,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.2,0.002333,0.027,2,False
longcap_chunk0003_20260317_221454,35,40,UNKNOWN,weak_auto,0.3,AMBIGUOUS,39.2,0.002628,0.032,2,False
longcap_chunk0003_20260317_221454,40,45,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.3,0.002347,0.026,2,False
longcap_chunk0003_20260317_221454,45,50,UNKNOWN,weak_auto,0.3,AMBIGUOUS,39.3,0.002756,0.039,2,False
longcap_chunk0003_20260317_221454,50,55,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.1,0.002461,0.027,3,False
longcap_chunk0003_20260317_233916,0,5,STATIC,strong_teacher,0.6,CLEAR_STATIC,78.0,0.004308,0.047,,False
longcap_chunk0003_20260317_233916,5,10,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,78.8,0.013889,0.118,,False
longcap_chunk0003_20260317_233916,10,15,ENTRY_EXIT,strong_teacher,0.6,CLEAR_STATIC,76.3,0.004271,0.042,,False
longcap_chunk0003_20260317_233916,15,20,STATIC,strong_teacher,0.6,CLEAR_STATIC,75.4,0.003631,0.039,,False
longcap_chunk0003_20260317_233916,20,25,STATIC,strong_teacher,0.6,CLEAR_STATIC,75.2,0.003305,0.037,,False
longcap_chunk0003_20260317_233916,25,30,STATIC,strong_teacher,0.6,CLEAR_STATIC,75.0,0.003897,0.053,,False
longcap_chunk0003_20260317_233916,30,35,STATIC,strong_teacher,0.6,CLEAR_STATIC,74.4,0.00591,0.073,,False
longcap_chunk0003_20260317_233916,35,40,STATIC,strong_teacher,0.6,CLEAR_STATIC,76.4,0.00415,0.055,,False
longcap_chunk0003_20260317_233916,40,45,STATIC,strong_teacher,0.6,CLEAR_STATIC,76.8,0.003503,0.039,,False
longcap_chunk0003_20260317_233916,45,50,STATIC,strong_teacher,0.6,CLEAR_STATIC,76.8,0.003737,0.042,,False
longcap_chunk0003_20260317_233916,50,55,STATIC,strong_teacher,0.6,CLEAR_STATIC,77.1,0.00355,0.04,,False
longcap_chunk0003_20260318_010015,0,5,MOTION,strong_teacher,0.8,CLEAR_MOTION,67.9,0.010777,0.138,,False
longcap_chunk0003_20260318_010015,5,10,MOTION,strong_teacher,0.8,CLEAR_MOTION,69.0,0.007283,0.08,,False
longcap_chunk0003_20260318_010015,10,15,MOTION,strong_teacher,0.8,CLEAR_MOTION,68.7,0.007244,0.09,,False
longcap_chunk0003_20260318_010251,0,5,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.1,0.006884,0.06,,False
longcap_chunk0003_20260318_010251,5,10,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,66.2,0.033152,0.645,,False
longcap_chunk0003_20260318_010251,10,15,MOTION,strong_teacher,0.8,CLEAR_MOTION,74.5,0.009895,0.115,,False
longcap_chunk0003_20260318_010251,15,20,MOTION,strong_teacher,0.8,CLEAR_MOTION,74.5,0.010174,0.13,,False
longcap_chunk0003_20260318_010251,20,25,MOTION,strong_teacher,0.8,CLEAR_MOTION,69.5,0.032433,0.494,,False
longcap_chunk0003_20260318_133904,0,5,STATIC,human_verified,1.0,CLEAR_MOTION,135.7,0.007105,0.044,,False
longcap_chunk0003_20260318_133904,5,10,STATIC,human_verified,1.0,CLEAR_MOTION,132.4,0.008197,0.044,,False
longcap_chunk0003_20260318_133904,10,15,STATIC,human_verified,1.0,CLEAR_STATIC,130.9,0.006393,0.043,,False
longcap_chunk0003_20260318_133904,15,20,STATIC,human_verified,1.0,CLEAR_MOTION,129.8,0.01018,0.066,,False
longcap_chunk0003_20260318_133904,20,25,STATIC,human_verified,1.0,CLEAR_MOTION,128.5,0.008966,0.053,,False
longcap_chunk0003_20260318_143319,0,5,MOTION,human_verified,1.0,CLEAR_MOTION,107.5,0.021527,0.257,,False
longcap_chunk0003_20260318_143319,5,10,ENTRY_EXIT,human_verified,0.7,CLEAR_STATIC,108.3,0.00522,0.043,,False
longcap_chunk0003_20260318_143319,10,15,STATIC,human_verified,1.0,CLEAR_STATIC,107.5,0.004079,0.037,,False
longcap_chunk0003_20260318_143319,15,20,STATIC,human_verified,1.0,CLEAR_STATIC,107.6,0.003909,0.035,,False
longcap_chunk0003_20260318_143319,20,25,STATIC,human_verified,1.0,CLEAR_STATIC,109.0,0.003667,0.034,,False
longcap_chunk0003_20260318_143319,25,30,ENTRY_EXIT,human_verified,0.7,CLEAR_MOTION,109.0,0.023742,0.301,,False
longcap_chunk0003_20260318_143319,30,35,MOTION,human_verified,1.0,CLEAR_MOTION,105.4,0.03991,0.548,,False
longcap_chunk0003_20260318_143319,35,40,MOTION,human_verified,1.0,CLEAR_MOTION,101.7,0.007866,0.209,,False
longcap_chunk0003_20260318_143319,40,45,STATIC,human_verified,1.0,CLEAR_STATIC,100.4,0.003631,0.058,,False
longcap_chunk0003_20260318_143319,45,50,STATIC,human_verified,1.0,CLEAR_STATIC,100.4,0.004112,0.057,,False
longcap_chunk0003_20260318_143319,50,55,STATIC,human_verified,1.0,CLEAR_STATIC,100.7,0.004372,0.061,,False
longcap_chunk0003_20260318_180731,0,5,STATIC,strong_teacher,0.6,CLEAR_STATIC,66.3,0.00406,0.04,,False
longcap_chunk0003_20260318_180731,5,10,STATIC,strong_teacher,0.6,CLEAR_STATIC,66.0,0.003799,0.038,,False
longcap_chunk0003_20260318_180731,10,15,STATIC,strong_teacher,0.6,CLEAR_STATIC,65.7,0.003866,0.038,,False
longcap_chunk0003_20260318_180731,15,20,STATIC,strong_teacher,0.6,CLEAR_STATIC,67.3,0.004945,0.051,,False
longcap_chunk0003_20260318_180731,20,25,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,71.5,0.02716,0.33,,False
longcap_chunk0003_20260318_180731,25,30,ENTRY_EXIT,strong_teacher,0.6,CLEAR_STATIC,74.5,0.00439,0.053,,False
longcap_chunk0003_20260318_180731,30,35,STATIC,strong_teacher,0.6,CLEAR_STATIC,74.6,0.004097,0.056,,False
longcap_chunk0003_20260318_180731,35,40,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.8,0.003728,0.042,,False
longcap_chunk0003_20260318_180731,40,45,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.1,0.004338,0.043,,False
longcap_chunk0003_20260318_180731,45,50,MOTION,strong_teacher,0.8,CLEAR_MOTION,70.8,0.009402,0.082,,False
longcap_chunk0003_20260318_180731,50,55,MOTION,strong_teacher,0.8,CLEAR_MOTION,74.8,0.017573,0.3,,False
longcap_chunk0004_20260317_204527,0,5,STATIC,weak_auto,0.4,CLEAR_STATIC,36.7,0.005727,0.048,0,False
longcap_chunk0004_20260317_204527,5,10,STATIC,weak_auto,0.4,CLEAR_STATIC,37.7,0.004004,0.038,0,False
longcap_chunk0004_20260317_204527,10,15,UNKNOWN,weak_auto,0.35,AMBIGUOUS,34.8,0.002568,0.024,1,False
longcap_chunk0004_20260317_204527,15,20,STATIC,weak_auto,0.7,CLEAR_STATIC,37.0,0.006625,0.061,1,False
longcap_chunk0004_20260317_204527,20,25,MOTION,weak_auto,0.9,CLEAR_MOTION,37.9,0.00981,0.091,2,False
longcap_chunk0004_20260317_204527,25,30,STATIC,weak_auto,0.7,CLEAR_STATIC,39.2,0.00379,0.036,1,False
longcap_chunk0004_20260317_204527,30,35,STATIC,weak_auto,0.7,CLEAR_STATIC,38.5,0.00573,0.054,1,False
longcap_chunk0004_20260317_204527,35,40,STATIC,weak_auto,0.6,CLEAR_STATIC,39.3,0.006142,0.05,,False
longcap_chunk0004_20260317_204527,40,45,UNKNOWN,weak_auto,0.3,AMBIGUOUS,44.3,0.003206,0.029,,False
longcap_chunk0004_20260317_204527,45,50,STATIC,strong_teacher,0.6,CLEAR_STATIC,43.7,0.00507,0.045,,False
longcap_chunk0004_20260317_204527,50,55,ENTRY_EXIT,weak_auto,0.7,CLEAR_MOTION,37.2,0.021681,0.289,,False
longcap_chunk0004_20260317_204527,55,60,EMPTY,weak_auto,0.7,CLEAR_EMPTY,37.6,0.002784,0.026,,False
longcap_chunk0004_20260317_204527,60,65,UNKNOWN,weak_auto,0.3,AMBIGUOUS,37.8,0.00326,0.03,,False
longcap_chunk0004_20260317_204527,65,70,EMPTY,weak_auto,0.732,CLEAR_EMPTY,37.7,0.002616,0.023,,False
longcap_chunk0004_20260317_204527,70,75,UNKNOWN,weak_auto,0.3,AMBIGUOUS,37.8,0.003103,0.027,,False
longcap_chunk0004_20260317_204527,75,80,EMPTY,weak_auto,0.704,CLEAR_EMPTY,37.7,0.002951,0.027,,False
longcap_chunk0004_20260317_204527,80,85,EMPTY,weak_auto,0.705,CLEAR_EMPTY,38.1,0.002937,0.026,,False
longcap_chunk0004_20260317_204527,85,90,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.2,0.003112,0.026,,False
longcap_chunk0004_20260317_204527,90,95,EMPTY,weak_auto,0.724,CLEAR_EMPTY,38.3,0.002709,0.024,,False
longcap_chunk0004_20260317_204527,95,100,EMPTY,weak_auto,0.728,CLEAR_EMPTY,38.2,0.00266,0.022,,False
longcap_chunk0004_20260317_204527,100,105,EMPTY,weak_auto,0.735,CLEAR_EMPTY,38.1,0.002581,0.021,,False
longcap_chunk0004_20260317_204527,105,110,EMPTY,weak_auto,0.737,CLEAR_EMPTY,38.0,0.002561,0.021,,False
longcap_chunk0004_20260317_204527,110,115,UNKNOWN,weak_auto,0.3,AMBIGUOUS,37.8,0.003373,0.027,,False
longcap_chunk0004_20260317_204527,115,120,EMPTY,weak_auto,0.731,CLEAR_EMPTY,37.9,0.002624,0.024,,False
longcap_chunk0004_20260317_204527,120,125,EMPTY,weak_auto,0.713,CLEAR_EMPTY,37.9,0.002839,0.024,,False
longcap_chunk0004_20260317_204527,125,130,STATIC,weak_auto,0.6,CLEAR_STATIC,37.5,0.005892,0.053,,False
longcap_chunk0004_20260317_204527,130,135,EMPTY,weak_auto,0.757,CLEAR_EMPTY,38.2,0.002314,0.019,,False
longcap_chunk0004_20260317_204527,135,140,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.2,0.003081,0.027,,False
longcap_chunk0004_20260317_204527,140,145,STATIC,weak_auto,0.6,CLEAR_STATIC,37.4,0.005146,0.046,,False
longcap_chunk0004_20260317_204527,145,150,MOTION,weak_auto,0.8,CLEAR_MOTION,38.6,0.012608,0.117,,False
longcap_chunk0004_20260317_204527,150,155,STATIC,weak_auto,0.6,CLEAR_STATIC,37.6,0.005055,0.049,,False
longcap_chunk0004_20260317_204527,155,160,EMPTY,weak_auto,0.73,CLEAR_EMPTY,38.7,0.002641,0.024,,False
longcap_chunk0004_20260317_204527,160,165,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.3,0.003047,0.028,,False
longcap_chunk0004_20260317_204527,165,170,EMPTY,weak_auto,0.77,CLEAR_EMPTY,38.2,0.002166,0.019,,False
longcap_chunk0004_20260317_204527,170,175,EMPTY,weak_auto,0.75,CLEAR_EMPTY,38.3,0.002398,0.021,,False
longcap_chunk0004_20260317_204527,175,180,STATIC,weak_auto,0.6,CLEAR_STATIC,38.5,0.003749,0.031,,False
longcap_chunk0004_20260317_204527,180,185,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.4,0.003015,0.027,,False
longcap_chunk0004_20260317_204527,185,190,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.4,0.003075,0.026,,False
longcap_chunk0004_20260317_204527,190,195,EMPTY,weak_auto,0.722,CLEAR_EMPTY,38.4,0.00274,0.025,,False
longcap_chunk0004_20260317_204527,195,200,STATIC,weak_auto,0.6,CLEAR_STATIC,38.2,0.003543,0.036,,False
longcap_chunk0004_20260317_204527,200,205,MOTION,weak_auto,0.8,CLEAR_MOTION,36.3,0.008094,0.166,,False
longcap_chunk0004_20260317_204527,205,210,MOTION,weak_auto,0.8,CLEAR_MOTION,36.4,0.008813,0.149,,False
longcap_chunk0004_20260317_204527,210,215,MOTION,weak_auto,0.8,CLEAR_MOTION,32.7,0.011559,0.174,,False
longcap_chunk0004_20260317_204527,215,220,STATIC,weak_auto,0.6,CLEAR_STATIC,35.7,0.005547,0.068,,False
longcap_chunk0004_20260317_204527,220,225,MOTION,weak_auto,0.8,CLEAR_MOTION,36.4,0.011488,0.179,,False
longcap_chunk0004_20260317_204527,225,230,STATIC,weak_auto,0.6,CLEAR_STATIC,37.7,0.003983,0.042,,False
longcap_chunk0004_20260317_204527,230,235,STATIC,weak_auto,0.6,CLEAR_STATIC,35.9,0.004356,0.042,,False
longcap_chunk0004_20260317_204527,235,240,EMPTY,weak_auto,0.71,CLEAR_EMPTY,35.7,0.002885,0.028,,False
longcap_chunk0004_20260317_204527,240,245,STATIC,weak_auto,0.6,CLEAR_STATIC,37.0,0.005119,0.047,,False
longcap_chunk0004_20260317_204527,245,250,STATIC,weak_auto,0.6,CLEAR_STATIC,37.6,0.005229,0.049,,False
longcap_chunk0004_20260317_204527,250,255,MOTION,weak_auto,0.8,CLEAR_MOTION,35.8,0.011474,0.126,,False
longcap_chunk0004_20260317_204527,255,260,MOTION,weak_auto,0.8,CLEAR_MOTION,38.5,0.008729,0.165,,False
longcap_chunk0004_20260317_204527,260,265,UNKNOWN,weak_auto,0.3,AMBIGUOUS,36.3,0.002918,0.033,,False
longcap_chunk0004_20260317_204527,265,270,MOTION,weak_auto,0.7,CLEAR_MOTION,36.1,0.004456,0.091,,False
longcap_chunk0004_20260317_204527,270,275,MOTION,weak_auto,0.8,CLEAR_MOTION,36.6,0.007824,0.09,,False
longcap_chunk0004_20260317_204527,275,280,MOTION,weak_auto,0.8,CLEAR_MOTION,36.1,0.007189,0.107,,False
longcap_chunk0004_20260317_204527,280,285,MOTION,weak_auto,0.8,CLEAR_MOTION,35.3,0.00896,0.109,,False
longcap_chunk0004_20260317_204527,285,290,STATIC,weak_auto,0.6,CLEAR_STATIC,34.2,0.005552,0.054,,False
longcap_chunk0004_20260317_204527,290,295,STATIC,weak_auto,0.6,CLEAR_STATIC,34.9,0.003892,0.045,,False
longcap_chunk0004_20260317_221556,0,5,STATIC,weak_auto,0.7,CLEAR_STATIC,39.2,0.003267,0.032,2,False
longcap_chunk0004_20260317_221556,5,10,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.1,0.002603,0.027,3,False
longcap_chunk0004_20260317_221556,10,15,UNKNOWN,weak_auto,0.3,AMBIGUOUS,39.4,0.00246,0.031,2,False
longcap_chunk0004_20260317_221556,15,20,UNKNOWN,weak_auto,0.3,AMBIGUOUS,39.5,0.00263,0.034,2,False
longcap_chunk0004_20260317_221556,20,25,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.5,0.002299,0.028,1,False
longcap_chunk0004_20260317_221556,25,30,UNKNOWN,weak_auto,0.35,AMBIGUOUS,39.5,0.002296,0.024,2,False
longcap_chunk0004_20260317_221556,30,35,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,40.1,0.008963,0.081,2,False
longcap_chunk0004_20260317_221556,35,40,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.4,0.002593,0.031,2,False
longcap_chunk0004_20260317_221556,40,45,UNKNOWN,weak_auto,0.35,AMBIGUOUS,38.3,0.002532,0.028,2,False
longcap_chunk0004_20260317_221556,45,50,UNKNOWN,weak_auto,0.3,AMBIGUOUS,38.6,0.002876,0.032,2,False
